 ,0 minute,1 minute,2 minute,3 minute,4 minute,5 minute,6 minute,7 minute,8 minute,9 minute,10 minute,11 minute,12 minute,13 minute,14 minute,15 minute,16 minute,17 minute,18 minute,19 minute,20 minute,21 minute,22 minute,23 minute,24 minute,25 minute,26 minute,27 minute,28 minute,29 minute,30 minute,31 minute,32 minute,33 minute,34 minute,35 minute,36 minute,37 minute,38 minute,39 minute,40 minute,41 minute,42 minute,43 minute,44 minute,45 minute,46 minute,47 minute,48 minute,49 minute,50 minute,51 minute,52 minute,53 minute,54 minute,55 minute,56 minute,57 minute,58 minute,59 minute,60 minute
 MALNHYOHCO,nan,0.0012325400210867277,0.0013003480364215687,0.0013048558513757975,0.0013063000779398024,0.0013072253841227071,0.0013077537965740672,0.0013082408213798203,0.0013086041774034438,0.0013088933431761073,0.0013091276245587454,0.0013093101183764093,0.0013094470908618723,0.001309599327639253,0.0013097309110113072,0.0013098461445673387,0.0013099449219838872,0.0013100177861769808,0.0013101028002095426,0.0013101803820953404,0.0013102515655558805,0.0013103175219586502,0.0013103846928448448,0.0013104423029321505,0.001310496389878372,0.00131054744451957,0.001310595265860203,0.001310642336021627,0.0013106859264105167,0.0013107276087683433,0.0013107675833036998,0.0013108059071652663,0.001310840447244455,0.0013108762657192414,0.0013109109411341623,0.0013109445195121847,0.001310976917929935,0.0013109943925214852,0.0013110248932561945,0.001311055001811371,0.0013110844537995994,0.0013111125253537235,0.001311132377010117,0.0013111599192124669,0.0013111872064336268,0.0013112140314347394,0.0013112377135367497,0.0013112603987397537,0.001311286237204806,0.0013113118148025146,0.0013113370177893584,0.0013113602227960129,0.0013113849047394082,0.001311409272382025,0.0013114332631358335,0.0013114568796884032,0.0013114797302823005,0.0013115007332036085,0.0013115232913933005,0.0013115456363477723,0.0013115676944266419
 NDNPHENO2,nan,0.16056501002485668,0.36325033642245547,0.5086476757860132,0.6203720631120833,0.7193919545431556,0.8161227922006319,0.9131689560028164,1.011407505585067,1.1102787839476271,1.2090985252637536,1.3071176841691332,1.402571267546414,1.4969027396637036,1.589929085587225,1.6814994595632382,1.7720913925903918,1.8590790734780271,1.944172797318669,2.0275090741769555,2.1091550124258425,2.1886381635748617,2.2676622416676375,2.345352169805633,2.4216353765181027,2.4964739805820857,2.5699894530931835,2.641555608879417,2.7115142784419897,2.7798864461158797,2.8466872567114367,2.912304494629204,2.9758217517512375,3.0377928719025875,3.098214871816644,3.157072818432864,3.2189649032897143,3.2725513297470705,3.3242474916538622,3.374150289943142,3.422257920413938,3.472343338206437,3.5152176174081715,3.556249649792057,3.5955003727220562,3.6329500461878284,3.6701549693528492,3.7027560820687233,3.7336777967369725,3.762886966635753,3.7903153741744378,3.8155288740320836,3.8390209727696996,3.860663243851815,3.880350719033364,3.8979898510110025,3.9155355897433064,3.9280052752570462,3.938140753714212,3.945860279924395,3.9510338621224967
 DNPHENO2,nan,0.1162555949568411,0.288506971502675,0.4391456957463937,0.5592619882934187,0.668658511689312,0.7629012851278294,0.8600867774449542,0.9560064192531587,1.0491334389292957,1.1395990277893284,1.220633408366263,1.305384622074735,1.3883349930040816,1.4690542226334677,1.547680722564028,1.6217086339965052,1.6938241399430352,1.765139745074558,1.834944984387023,1.903325777160033,1.9699882673222795,2.0381331729002414,2.104589174025117,2.1699374420213013,2.2342627604262755,2.2959310968808615,2.3580557212851763,2.4190936372909717,2.47922577066329,2.53851707567588,2.5969857533973735,2.6537202444634826,2.7103713659481783,2.7664231854331076,2.8218519260751505,2.8777305463142144,2.9202458854162354,2.9681455460509163,3.0162560858326777,3.064036065583507,3.1079821583805303,3.1469914306326197,3.1906722565803727,3.2345871258908883,3.2782264771083587,3.302114126182152,3.343695029150977,3.387078976628336,3.430241194898587,3.4729408703754157,3.5011798995006376,3.5468609877487474,3.5906560586223972,3.633550622300995,3.6756799262334408,3.7121127981809856,3.7473340449536843,3.7854210899729046,3.8232635951508223,3.8603366546905047
 NPHEN1OOH,nan,0.04215608504039617,0.05394280608249047,0.05814393255934604,0.05999680512641197,0.0610763301933036,0.06178705185169533,0.06240791369087659,0.06291721079359594,0.06333760154290596,0.06368975282593435,0.06392825532323392,0.06418030631416669,0.06441040143273152,0.06461345970047416,0.06479277377650369,0.06491345245201488,0.06504495065994384,0.06517193564019061,0.06528885272393016,0.06539588139089625,0.0655075059338934,0.06560374998018806,0.0656894441420967,0.06576791987867611,0.0658404252753206,0.06590731987079282,0.06596902939939861,0.06602640363252209,0.06608020397846182,0.0661308185506654,0.06617364839321432,0.06621721142621075,0.06625978480927268,0.06630037695641804,0.06633892146565643,0.06633970190768831,0.06635956063056829,0.06638847309506998,0.06641841428707364,0.06644765930721905,0.06645278512478331,0.06647039350669172,0.06649416366455134,0.06651865922994417,0.06654264273036962,0.0665550782316598,0.06657440406699712,0.0665958431462453,0.06661710441613106,0.06663767287536428,0.06665878005033922,0.06667950112768835,0.06669863662016802,0.06671669808504184,0.06673384449235184,0.06674271200236426,0.06675458394816335,0.06676811749415368,0.06678150210937667,0.06679424528417852
 NNCATECO2,nan,0.08158184491928883,0.18045420863033557,0.26758494524249843,0.34195277176690303,0.4091270114685341,0.47340857156636695,0.5359139662630307,0.5977605499111905,0.6589645752480662,0.7193184785295998,0.7786975726576166,0.8360912104904682,0.892316616112634,0.9473665792874982,1.0012308587805785,1.0543908621097648,1.1055602563784812,1.1555280640741625,1.204338771740696,1.2520267815701591,1.2982785330094697,1.3439303768528084,1.3886218647221216,1.432383138856907,1.4752437777538894,1.5173649050131301,1.558415862709363,1.5986103701972514,1.6379621752566154,1.6764816693933975,1.7143718302723132,1.7511651312996965,1.787148653155665,1.8223213556160605,1.8566792316621863,1.8927651237039682,1.9247156447442169,1.9558953395420393,1.9862698579429188,2.0157914917259236,2.046532295144787,2.073604626900746,2.099864563248415,2.1252770845752496,2.149795457424686,2.1743848567219044,2.1964680940540857,2.217663872118921,2.2379426524583175,2.257267266842144,2.275510841622117,2.292738777052924,2.308936647451116,2.324074774906851,2.3381233185547727,2.3522154301497897,2.3636143473412763,2.3738637878473288,2.3829085739346034,2.3906793219622253
 NCATECO2,nan,0.07057603723573617,0.16507037724816168,0.2498806691180144,0.3184861158554776,0.38014686419718885,0.432243740954455,0.48377934462896743,0.5332224673737822,0.5802324075793336,0.6251035825900356,0.6650153731302906,0.7065379941231738,0.7461971569339843,0.7840692187062923,0.8203986876655744,0.8538895708408232,0.8870900060134195,0.9195264532083227,0.9508389040204703,0.9811176229208612,1.0105223260533265,1.0397370404915656,1.0677758147172778,1.095032835423115,1.1215944181294566,1.1469112903989478,1.1722464484253863,1.1969383227549573,1.2210833084901083,1.2447139736185804,1.2676461530227427,1.2899721640722195,1.3121423244032628,1.3338958062221913,1.3552313554337299,1.374989654527551,1.391465839838013,1.4105609422841767,1.4295940521994606,1.4483107007533633,1.4641536796790717,1.479680757980714,1.4972249153454469,1.5145916802935993,1.5315859944841377,1.540126011324611,1.55698123129218,1.5740876570152136,1.5906229421059261,1.606597362731525,1.6168753060811198,1.6341028329590397,1.6499594624571383,1.6650880006483415,1.6796459538407962,1.6911593398406597,1.7030376008728374,1.7161025392030613,1.7288934441830401,1.7412237810047293
 CATEC1OOH,nan,0.0154536109501658,0.01818007920424819,0.019083444012924534,0.019483972288430466,0.01972794299841205,0.01988699021141259,0.020022280102786887,0.020129139201678137,0.020215267878829834,0.02028606582524194,0.020335473727400407,0.02038761204792388,0.020432363466660428,0.020470835887275475,0.020504306440247564,0.020527054429648944,0.020553919790226163,0.020578144376756403,0.020599776552937522,0.02061923198770371,0.020639304199509115,0.020655309966074197,0.020669860569849742,0.020683299810739565,0.020695764689506187,0.020707522975311688,0.0207182532431047,0.02072826815455574,0.020737659928919617,0.020746485560350785,0.020753759146542813,0.02076160335424291,0.020769095015738464,0.020776175964976593,0.020782872760634098,0.020781876656063156,0.020787662805130353,0.020793809874034685,0.020799662502408788,0.020805184140494513,0.020805824458071935,0.02081056244005711,0.020815514650998936,0.02082023820067964,0.020824704460142722,0.020827214316994178,0.020831115092871173,0.020835000952653292,0.020838707786359847,0.020842227001989542,0.020846140615710204,0.02084938560472697,0.020852403991774595,0.020855261256242177,0.02085797124750954,0.020859089744469143,0.0208613481454925,0.020863666529152423,0.020865879674880648,0.020867963384450457
 NBZQO2,nan,0.001138827877953523,0.0011523652228771716,0.0011550985624897525,0.001156306057686177,0.0011570879267978264,0.0011576176049646273,0.0011580858178381395,0.0011584382041828364,0.001158721884082278,0.0011589540451034431,0.0011591363362193077,0.0011593003885528985,0.0011594422412122669,0.001159565874038988,0.001159674877100308,0.001159769575027808,0.0011598557142953145,0.001159933962579259,0.0011600054056929241,0.001160071080940871,0.0011601317270317187,0.001160188661449581,0.001160241967133548,0.0011602919568006868,0.0011603389801534453,0.001160382865577128,0.0011604248595527549,0.0011604645953219887,0.0011605023944285039,0.0011605384422194857,0.001160572720306718,0.0011606056731886208,0.0011606373424225525,0.0011606677855233688,0.0011606970731252563,0.0011607242863320116,0.001160751512773434,0.0011607777045795813,0.0011608029718075733,0.0011608274219158273,0.0011608496956462247,0.0011608727110388225,0.0011608952030158289,0.0011609170291509287,0.0011609382385309784,0.001160956166949856,0.0011609762048744826,0.0011609961301811925,0.0011610155767047036,0.0011610345170499348,0.0011610516837948885,0.0011610693565761885,0.0011610869334510738,0.0011611040433548306,0.0011611206503947783,0.001161135980079107,0.0011611517885878704,0.0011611669938180243,0.0011611816300137422,0.001161195682486752
 PBZQO2,nan,0.00034944160565021464,0.00035133465298783543,0.000351667811023155,0.0003517851218007555,0.00035187109435643246,0.0003519898139873147,0.00035196103155101514,0.00035199530446772395,0.00035202342370660585,0.0003520469585229405,0.0003520652156748117,0.0003520835944484729,0.0003520992733192874,0.0003521132897165907,0.00035212600491099535,0.00035213619498398227,0.000352147830987322,0.0003521579016017243,0.0003521672889238755,0.0003521761449268984,0.00035218525586984823,0.00035219278804348065,0.0003522004251024439,0.00035220778691960435,0.0003522148733335126,0.00035222167434845983,0.0003522282484825752,0.0003522346594687127,0.00035224089328161814,0.00035224696306294565,0.0003522524936995283,0.0003522585810104808,0.0003522642736307535,0.0003522698248627727,0.0003522752673606729,0.00035227711499795307,0.0003522851587345436,0.0003522906806520509,0.00035229588439683623,0.00035230099210953965,0.00035230346572539384,0.00035231052441882623,0.0003523157237008813,0.0003523206684395762,0.00035232553656125334,0.0003523292076525262,0.00035233479068905974,0.00035233967740488833,0.0003523444443571846,0.00035234916085365923,0.00035235435514559,0.0003523584770666871,0.0003523630057648624,0.00035236754584636563,0.0003523720500910188,0.00035237506182902116,0.00035238067931886484,0.0003523852756530913,0.0003523896934535482,0.00035239404847205787
 C6O4KETOOH,nan,0.035561046621891246,0.16630741660005072,0.30053993912689403,0.39831148764193525,0.46853471922432527,0.5208145114294916,0.5670297443011273,0.6091670926279982,0.6482747878030634,0.6849213280484295,0.7148912437364906,0.7451614300965048,0.7754059274469591,0.804836180328988,0.8331924809328602,0.8569511540176498,0.8803851154894846,0.9041449058181071,0.9275582265963644,0.9503662673102186,0.9738728790996674,0.9967321321185869,1.018457333973959,1.0393590142203606,1.0596068101957876,1.0792331824876609,1.0984168438819677,1.1170474621776343,1.1351972436915103,1.152915825834522,1.1694660208862533,1.1856393510673313,1.2018217025967202,1.2178536788860461,1.23365532067344,1.243273129337705,1.2521193546295333,1.2634114651624209,1.2758670455196883,1.2887584396455636,1.297600094879294,1.3060440372000532,1.3163602573512623,1.327601592679362,1.3392043269035794,1.348317075949689,1.3578284020107234,1.368297811270514,1.3792066130123266,1.3902581446133815,1.40116965118354,1.4126438362489506,1.4239602799647382,1.435085328875467,1.4460296106174748,1.4551723269245045,1.463727689342065,1.4728488665729882,1.4822427203237283,1.4916821842831405
 C6O4KETO,nan,0.0006918847528480016,0.0007281772781070398,0.0007296165669881614,0.0007299437280838326,0.0007302006388926956,0.000730640734032681,0.0007304444406544655,0.0007305413714817172,0.0007306216747784743,0.0007306892444316283,0.0007307401677589771,0.0007307867709349594,0.000730833970856619,0.00073087602468811,0.0007309140444357226,0.0007309408441446188,0.0007309714860596181,0.0007310014420713391,0.0007310293083395871,0.0007310554607184769,0.0007310842496985484,0.000731107406882463,0.0007311298131702336,0.0007311512602162804,0.0007311717585324086,0.0007311912849322239,0.0007312101195484418,0.0007312282280694788,0.0007312457470534043,0.0007312627171292407,0.0007312772411528487,0.0007312939607047409,0.0007313096476065286,0.0007313248442626667,0.0007313396664708034,0.0007313367990202304,0.0007313591289739561,0.0007313740157607935,0.0007313876891440447,0.000731401069809121,0.00073140173522103,0.0007314216022226913,0.0007314353354263786,0.0007314480842075772,0.0007314606104414166,0.0007314677616718205,0.0007314829836144391,0.0007314957567289334,0.0007315080508915831,0.0007315201959793649,0.0007315350016232833,0.0007315452162791916,0.0007315569448776381,0.0007315687626678944,0.0007315804890329156,0.0007315851246557276,0.0007316011512410738,0.0007316133199007811,0.0007316247761071535,0.0007316360416831496
 NDNOXYLOOH,nan,0.08628245824423578,0.20616980916425492,0.31437751255668794,0.3989624365277972,0.46731509224757994,0.5274473684934802,0.5888669938042819,0.6529289312829099,0.7193627051183313,0.7877378865988797,0.8517172543972706,0.9195951395812306,0.9907253245876516,1.0635241824533146,1.1371517514127538,1.2035725768865861,1.27266772909621,1.34455442661458,1.4177548368109991,1.4914196506082236,1.5695767589615508,1.6465623773659404,1.7218853571126258,1.79617533271082,1.8698616154280305,1.9437804697505403,2.0171997783529694,2.090055356499763,2.162522118736909,2.234697478478339,2.302983053768065,2.371620578387663,2.4412815877909284,2.5114649010111787,2.581767318161602,2.618765492830296,2.660027325689944,2.7121363116077064,2.771073261181913,2.8336887171849607,2.873715436575256,2.916780167154551,2.968031593055225,3.0242562561595525,3.0828318610408387,3.1326715169234864,3.1824087617526367,3.2344251212736492,3.287351963806926,3.33998415898296,3.3968877259992576,3.451657753043621,3.5027695985765868,3.550370733738658,3.5946604745275144,3.6233825713930448,3.6489593389541937,3.6756004287615465,3.702216998580335,3.727540681031417
 NDNOXYOLO,nan,0.10436435929025253,0.22231042921278937,0.32805242458243794,0.42237445958389935,0.5099834585111458,0.5946731448422818,0.6788118029460413,0.7632964619919794,0.8480559787684293,0.932955382584631,1.0177259010054178,1.1014138245382805,1.1852807343808407,1.2690922997529217,1.352717428186814,1.4369095816106652,1.519000900886399,1.600592191377461,1.6816739322720466,1.7622439025158985,1.8415799794737788,1.9215823917288695,2.001374267724617,2.0809411693326356,2.160276506942673,2.2394597266167557,2.318133645999803,2.396484315395356,2.4744787702413458,2.5520874765508146,2.6297612064137788,2.706313319420244,2.7823685412858175,2.857898223866725,2.9328599862853264,3.013028547245638,3.0850973201163177,3.1561762483868714,3.2263135579093505,3.295423040338684,3.368103699317938,3.433627407564208,3.497930839502706,3.56102981670062,3.622837876056014,3.6848133683724376,3.7424934958295757,3.799001630186766,3.854253020400061,3.908143383414343,3.9597100178913904,4.010268826905995,4.059497093941795,4.107252473097546,4.15342986216949,4.200564842235133,4.242538472686555,4.282584443415531,4.320619714554507,4.356482106186098
 DNOXYOLOOH,nan,0.07071056707046056,0.17849013747412154,0.28843558805900643,0.38214560064700065,0.46301576857085314,0.5349292153092616,0.6089170450468592,0.6852482956696375,0.7631374909909839,0.8422247716702113,0.9140208258369222,0.9900160494660913,1.0707502238916402,1.15392391812163,1.2384229484795561,1.3156714260794014,1.3941103599587998,1.476795004397469,1.5619647870083466,1.6485576400336286,1.7400378815033921,1.8331111375191596,1.9253426101573807,2.0173570971125416,2.10968615937715,2.202399286050775,2.29621583514775,2.390645893806874,2.4859063415505296,2.582159055676629,2.6760056148796014,2.770111134393696,2.866995983013233,2.966195147813068,3.067262575472138,3.1376302485796668,3.1987596307053314,3.2748656622372634,3.3620433382260826,3.4563295052856264,3.5292569924036625,3.596536480111794,3.6772087779121323,3.767796612646199,3.8646987005561595,3.946742093655056,4.0302391235461315,4.122443869892851,4.22086493956317,4.323194619059073,4.4263953393816475,4.536535861202808,4.647724369163131,4.758916552728384,4.869782598096027,4.9646147065750315,5.050795650042413,5.1421268689798,5.237779476097406,5.335825849284102
